text,label,subintent,canonical_question,difficulty,source,split
"Molim vas, Kako registrovati auto? Treba mi hitno.",out_of_scope,nevezano,Kako registrovati auto?,medium,synthetic_rule_based,train
"Trebam informaciju, Gdje mogu naći pravila za imenovanje sudskog tumača? Ako može.",zakoni_i_propisi,zakoni_notari_tumaci,Gdje mogu naći pravila za imenovanje sudskog tumača?,medium,synthetic_rule_based,train
"Trebam informaciju, Kako dobiti uvjerenje o državljanstvu? Ako može.",out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,medium,synthetic_rule_based,train
"Dobar dan, Kada rade općinske službe?",out_of_scope,nevezano,Kada rade općinske službe?,natural,synthetic_rule_based,train
"Može pomoć, Koji propisi važe za notare?",zakoni_i_propisi,zakoni_notari_tumaci,Koji propisi važe za notare?,natural,synthetic_rule_based,train
"Može pomoć, Ne razumijem proceduru. Koja je procedura za upis fondacije?",registracija,registracija_fondacije,Koja je procedura za upis fondacije?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako je regulisan zahtjev za pristup informacijama? Ako može.",zakoni_i_propisi,zakoni_zospi,Kako je regulisan zahtjev za pristup informacijama?,medium,synthetic_rule_based,train
"Molim vas, Kako se prijaviti na biro za zapošljavanje?",out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,easy,synthetic_rule_based,train
"Pozdrav, Koji su uslovi za pravosudni ispit? Molim odgovor.",ispiti,pravosudni_ispit,Koji su uslovi za pravosudni ispit?,medium,synthetic_rule_based,train
"Molim vas, Pokušavam naći tačan obrazac. Koji zakon reguliše udruženja i fondacije? Nisam siguran gdje da tražim.",zakoni_i_propisi,zakoni_udruzenja,Koji zakon reguliše udruženja i fondacije?,medium,synthetic_rule_based,train
"Dobar dan, Ne razumijem proceduru. Kada su termini za pravosudni ispit? Molim odgovor.",ispiti,pravosudni_ispit,Kada su termini za pravosudni ispit?,easy,synthetic_rule_based,train
"Dobar dan, Treba mi pravilnik o polaganju ispita.",zakoni_i_propisi,zakoni_ispiti,Treba mi pravilnik o polaganju ispita.,easy,synthetic_rule_based,train
"Dobar dan, Na stranici ima puno linkova. Koji dokumenti trebaju za stručni upravni ispit? Ako može.",ispiti,strucni_upravni_ispit,Koji dokumenti trebaju za stručni upravni ispit?,medium,synthetic_rule_based,train
"Može pomoć, Šta mi treba za registraciju udruženja? Molim odgovor.",registracija,registracija_udruzenja,Šta mi treba za registraciju udruženja?,natural,synthetic_rule_based,train
Radim ovo prvi put. Kako dobiti uvjerenje o državljanstvu? Molim odgovor.,out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,natural,synthetic_rule_based,train
"Zanima me, Pokusavam naći tačan obrazac. Gdje je javni registar fondacija?",registri,registar_udruzenja,Gdje je javni registar fondacija?,natural,synthetic_rule_based,train
Kada je popravni ispit? Treba mi hitno.,ispiti,termini_ispita,Kada je popravni ispit?,easy,synthetic_rule_based,train
"Zanima me, Kako se radi preregistracija udruženja?",registracija,promjena_podataka,Kako se radi preregistracija udruženja?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Koji dokumenti trebaju za međunarodnu alimentaciju? Nisam siguran gdje da tražim.",pravna_pomoc,alimentacija,Koji dokumenti trebaju za međunarodnu alimentaciju?,medium,synthetic_rule_based,train
"Trebam informaciju, Treba mi propis o stalnim sudskim tumačima. Nisam siguran gdje da tražim.",zakoni_i_propisi,zakoni_notari_tumaci,Treba mi propis o stalnim sudskim tumačima.,natural,synthetic_rule_based,train
"Dobar dan, Ne razumijem proceduru. Kako mogu dobiti besplatnu pravnu pomoć? Molim odgovor.",pravna_pomoc,besplatna_pravna_pomoc,Kako mogu dobiti besplatnu pravnu pomoć?,easy,synthetic_rule_based,train
"Zanima me, Ko radi u sektoru za pravosuđe? Možete li me uputiti?",kontakt_i_nadleznosti,organizacija,Ko radi u sektoru za pravosuđe?,natural,synthetic_rule_based,train
"Može pomoć, Ne razumijem proceduru. Kako mogu kontaktirati Ministarstvo pravde?",kontakt_i_nadleznosti,kontakt,Kako mogu kontaktirati Ministarstvo pravde?,easy,synthetic_rule_based,train
"Može pomoć, Kako odjaviti udruženje iz registra?",registracija,brisanje_iz_registra,Kako odjaviti udruženje iz registra?,natural,synthetic_rule_based,train
Pokušavam naći tačan obrazac. Ko može polagati stručni upravni ispit? Ako može.,ispiti,strucni_upravni_ispit,Ko može polagati stručni upravni ispit?,natural,synthetic_rule_based,train
"Zanima me, Gdje je obrazac za prijavu pravosudnog ispita? Nisam siguran gdje da tražim.",obrasci,obrazac_ispiti,Gdje je obrazac za prijavu pravosudnog ispita?,easy,synthetic_rule_based,train
"Može pomoć, Jesu li objavljeni novi ispitni termini?",ispiti,termini_ispita,Jesu li objavljeni novi ispitni termini?,easy,synthetic_rule_based,train
Radim ovo prvi put. Treba mi prijava za stručni upravni ispit. Ako može.,obrasci,obrazac_ispiti,Treba mi prijava za stručni upravni ispit.,natural,synthetic_rule_based,train
registar sudskih tumača,registracija,promjena_podataka,Šta treba za promjenu osobe ovlaštene za zastupanje?,short_query,synthetic_rule_based,train
"Dobar dan, Kada rade općinske službe? Molim odgovor.",out_of_scope,nevezano,Kada rade općinske službe?,easy,synthetic_rule_based,train
Koji su uslovi za osnivanje fondacije? Možete li me uputiti?,registracija,registracija_fondacije,Koji su uslovi za osnivanje fondacije?,easy,synthetic_rule_based,train
"Pozdrav, Za sta je nadležno Ministarstvo pravde? Molim odgovor.",kontakt_i_nadleznosti,nadleznosti,Za šta je nadležno Ministarstvo pravde?,natural,synthetic_rule_based,train
"Može pomoć, Kako da produžim pasoš? Molim odgovor.",out_of_scope,nevezano,Kako da produžim pasoš?,natural,synthetic_rule_based,train
"Molim vas, Ko može polagati pravosudni ispit? Molim odgovor.",ispiti,pravosudni_ispit,Ko može polagati pravosudni ispit?,natural,synthetic_rule_based,train
Ne razumijem proceduru. Ima li obrazac za popravni ispit? Hvala.,obrasci,obrazac_ispiti,Ima li obrazac za popravni ispit?,easy,synthetic_rule_based,train
Kako registrovati udruženje? Možete li me uputiti?,registracija,registracija_udruzenja,Kako registrovati udruženje?,easy,synthetic_rule_based,train
"Dobar dan, Koji je email Ministarstva pravde BiH? Hvala.",kontakt_i_nadleznosti,kontakt,Koji je email Ministarstva pravde BiH?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ima li zahtjev za registraciju u Word ili PDF formatu?",obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,natural,synthetic_rule_based,train
"Zanima me, Radim ovo prvi put. Šta mi treba za registraciju udruženja?",registracija,registracija_udruzenja,Šta mi treba za registraciju udruženja?,medium,synthetic_rule_based,train
Na stranici ima puno linkova. Treba mi pravilnik o polaganju ispita. Molim odgovor.,zakoni_i_propisi,zakoni_ispiti,Treba mi pravilnik o polaganju ispita.,easy,synthetic_rule_based,train
"Pozdrav, Koji dokumenti trebaju za stručni upravni ispit? Hvala.",ispiti,strucni_upravni_ispit,Koji dokumenti trebaju za stručni upravni ispit?,easy,synthetic_rule_based,train
"Dobar dan, Kome prijaviti odvođenje djeteta u drugu državu? Treba mi hitno.",pravna_pomoc,otmica_djece,Kome prijaviti odvođenje djeteta u drugu državu?,medium,synthetic_rule_based,train
"Molim vas, Ima li obrazac za popravni ispit? Ako može.",obrasci,obrazac_ispiti,Ima li obrazac za popravni ispit?,natural,synthetic_rule_based,train
Koji zakon reguliše notarsku službu? Ako može.,zakoni_i_propisi,zakoni_notari_tumaci,Koji zakon reguliše notarsku službu?,medium,synthetic_rule_based,train
"Dobar dan, Koja je procedura za upis fondacije? Možete li me uputiti?",registracija,registracija_fondacije,Koja je procedura za upis fondacije?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ne razumijem proceduru. Ko ima pravo na besplatnu pravnu pomoć?",pravna_pomoc,besplatna_pravna_pomoc,Ko ima pravo na besplatnu pravnu pomoć?,natural,synthetic_rule_based,train
"Zanima me, Kako promijeniti adresu udruženja?",registracija,promjena_podataka,Kako promijeniti adresu udruženja?,natural,synthetic_rule_based,train
Ko je nadležan za pravosudni ispit? Hvala.,kontakt_i_nadleznosti,nadleznosti,Ko je nadležan za pravosudni ispit?,medium,synthetic_rule_based,train
"Trebam informaciju, Treba mi pomoć za predmet u inostranstvu. Ako može.",pravna_pomoc,medjunarodna_pravna_pomoc,Treba mi pomoć za predmet u inostranstvu.,natural,synthetic_rule_based,train
"Pozdrav, Kako pronaći kontakt osobe u Ministarstvu? Treba mi hitno.",kontakt_i_nadleznosti,organizacija,Kako pronaći kontakt osobe u Ministarstvu?,easy,synthetic_rule_based,train
"Pozdrav, Radim ovo prvi put. Koji formular treba za promjenu zastupnika?",obrasci,obrazac_promjena,Koji formular treba za promjenu zastupnika?,easy,synthetic_rule_based,train
"Dobar dan, Kako registrovati fondaciju?",registracija,registracija_fondacije,Kako registrovati fondaciju?,medium,synthetic_rule_based,train
"Može pomoć, Gdje mogu naći program pravosudnog ispita? Možete li me uputiti?",zakoni_i_propisi,zakoni_ispiti,Gdje mogu naći program pravosudnog ispita?,natural,synthetic_rule_based,train
Koji su uslovi za vozačku dozvolu? Hvala.,out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,natural,synthetic_rule_based,train
"Zanima me, Ima li raspored za polaganje ispita?",ispiti,termini_ispita,Ima li raspored za polaganje ispita?,easy,synthetic_rule_based,train
"Zanima me, Gdje se plaća parking kazna? Treba mi hitno.",out_of_scope,nevezano,Gdje se plaća parking kazna?,natural,synthetic_rule_based,train
"Može pomoć, Kada je sljedeći termin ispita? Molim odgovor.",ispiti,termini_ispita,Kada je sljedeći termin ispita?,medium,synthetic_rule_based,train
"Može pomoć, Gdje mogu naći pravila za imenovanje sudskog tumaca? Hvala.",zakoni_i_propisi,zakoni_notari_tumaci,Gdje mogu naći pravila za imenovanje sudskog tumača?,medium,synthetic_rule_based,train
Gdje se vadi lična karta? Možete li me uputiti?,out_of_scope,nevezano,Gdje se vadi lična karta?,natural,synthetic_rule_based,train
Ko je nadležan za međunarodnu pravnu pomoć?,pravna_pomoc,medjunarodna_pravna_pomoc,Ko je nadležan za međunarodnu pravnu pomoć?,natural,synthetic_rule_based,train
Na stranici ima puno linkova. Koji sektori postoje u Ministarstvu?,kontakt_i_nadleznosti,organizacija,Koji sektori postoje u Ministarstvu?,easy,synthetic_rule_based,train
"Dobar dan, Kako mogu kontaktirati Ministarstvo pravde? Nisam siguran gdje da tražim.",kontakt_i_nadleznosti,kontakt,Kako mogu kontaktirati Ministarstvo pravde?,easy,synthetic_rule_based,train
"Molim vas, Kako provjeriti notara?",registri,registar_notara,Kako provjeriti notara?,easy,synthetic_rule_based,train
"Zanima me, Kako da produžim pasoš? Molim odgovor.",out_of_scope,nevezano,Kako da produžim pasoš?,medium,synthetic_rule_based,train
"Pozdrav, Treba mi za fakultetski zadatak. Gdje se vadi lična karta? Treba mi hitno.",out_of_scope,nevezano,Gdje se vadi lična karta?,medium,synthetic_rule_based,train
"Molim vas, Kada je popravni ispit?",ispiti,termini_ispita,Kada je popravni ispit?,natural,synthetic_rule_based,train
Kako se prijaviti na biro za zaposljavanje? Molim odgovor.,out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Koga mogu kontaktirati za pravosudni ispit? Ako može.",ispiti,kontakt_ispiti,Koga mogu kontaktirati za pravosudni ispit?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako se prijaviti na biro za zapošljavanje? Možete li me uputiti?",out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,natural,synthetic_rule_based,train
Radim ovo prvi put. Kako ide postupak upisa udruženja u registar? Ako može.,registracija,registracija_udruzenja,Kako ide postupak upisa udruženja u registar?,medium,synthetic_rule_based,train
"Može pomoć, Treba mi formular za registraciju fondacije.",obrasci,obrazac_registracija,Treba mi formular za registraciju fondacije.,easy,synthetic_rule_based,train
"Molim vas, Kako da produžim pasoš? Molim odgovor.",out_of_scope,nevezano,Kako da produžim pasoš?,easy,synthetic_rule_based,train
"Dobar dan, Gdje se predaje zahtjev za upis udruzenja?",registracija,registracija_udruzenja,Gdje se predaje zahtjev za upis udruženja?,natural,synthetic_rule_based,train
"Trebam informaciju, Koji formular se predaje za polaganje ispita?",obrasci,obrazac_ispiti,Koji formular se predaje za polaganje ispita?,easy,synthetic_rule_based,train
Treba mi registar sudskih tumača. Molim odgovor.,registri,registar_tumaca,Treba mi registar sudskih tumača.,medium,synthetic_rule_based,train
"Dobar dan, Gdje su objavljeni notari? Možete li me uputiti?",registri,registar_notara,Gdje su objavljeni notari?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Gdje se polaže stručni upravni ispit? Treba mi hitno.",ispiti,strucni_upravni_ispit,Gdje se polaže stručni upravni ispit?,medium,synthetic_rule_based,train
"Pozdrav, Ima li zahtjev za pristup informacijama? Hvala.",obrasci,obrazac_zospi,Ima li zahtjev za pristup informacijama?,easy,synthetic_rule_based,train
Kako pronaći podatke o udruženju? Možete li me uputiti?,registri,registar_udruzenja,Kako pronaći podatke o udruženju?,natural,synthetic_rule_based,train
Kako podnijeti zahtjev za brisanje fondacije? Hvala.,registracija,brisanje_iz_registra,Kako podnijeti zahtjev za brisanje fondacije?,natural,synthetic_rule_based,train
Kako pronaći kontakt osobe u Ministarstvu? Molim odgovor.,kontakt_i_nadleznosti,organizacija,Kako pronaći kontakt osobe u Ministarstvu?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ne razumijem proceduru. Kako otvoriti firmu u poreznoj upravi? Možete li me uputiti?",out_of_scope,nevezano,Kako otvoriti firmu u poreznoj upravi?,medium,synthetic_rule_based,train
Radim ovo prvi put. Koji dokumenti trebaju za likvidaciju udruženja? Hvala.,registracija,brisanje_iz_registra,Koji dokumenti trebaju za likvidaciju udruženja?,easy,synthetic_rule_based,train
"Trebam informaciju, Treba mi za fakultetski zadatak. Koji sektor radi registraciju udruženja? Ako može.",kontakt_i_nadleznosti,nadleznosti,Koji sektor radi registraciju udruženja?,medium,synthetic_rule_based,train
"Može pomoć, Kako je regulisan zahtjev za pristup informacijama?",zakoni_i_propisi,zakoni_zospi,Kako je regulisan zahtjev za pristup informacijama?,medium,synthetic_rule_based,train
"Pozdrav, Gdje mogu naći pravila za imenovanje sudskog tumača?",zakoni_i_propisi,zakoni_notari_tumaci,Gdje mogu naći pravila za imenovanje sudskog tumača?,medium,synthetic_rule_based,train
Koji su uslovi za vozačku dozvolu? Možete li me uputiti?,out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,natural,synthetic_rule_based,train
Ima li obrazac za preregistraciju? Možete li me uputiti?,obrasci,obrazac_promjena,Ima li obrazac za preregistraciju?,natural,synthetic_rule_based,train
"Trebam informaciju, Koji zakon reguliše udruženja i fondacije?",zakoni_i_propisi,zakoni_udruzenja,Koji zakon reguliše udruženja i fondacije?,natural,synthetic_rule_based,train
"Trebam informaciju, Na stranici ima puno linkova. Koji formular treba za promjenu zastupnika? Ako može.",obrasci,obrazac_promjena,Koji formular treba za promjenu zastupnika?,medium,synthetic_rule_based,train
"Pozdrav, Kako otvoriti firmu u poreznoj upravi? Molim odgovor.",out_of_scope,nevezano,Kako otvoriti firmu u poreznoj upravi?,easy,synthetic_rule_based,train
"Trebam informaciju, Kada je sljedeci termin ispita? Treba mi hitno.",ispiti,termini_ispita,Kada je sljedeći termin ispita?,medium,synthetic_rule_based,train
"Zanima me, Gdje je zakon o slobodi pristupa informacijama? Treba mi hitno.",zakoni_i_propisi,zakoni_zospi,Gdje je zakon o slobodi pristupa informacijama?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako pokrenuti postupak za izdržavanje iz druge države? Možete li me uputiti?",pravna_pomoc,alimentacija,Kako pokrenuti postupak za izdržavanje iz druge države?,easy,synthetic_rule_based,train
"Dobar dan, Ko je nadležan za međunarodnu pravnu pomoć? Molim odgovor.",pravna_pomoc,medjunarodna_pravna_pomoc,Ko je nadležan za međunarodnu pravnu pomoć?,medium,synthetic_rule_based,train
"Trebam informaciju, Koji je email za strucni upravni ispit? Nisam siguran gdje da tražim.",ispiti,kontakt_ispiti,Koji je email za stručni upravni ispit?,medium,synthetic_rule_based,train
"Zanima me, Ima li zahtjev za registraciju u Word ili PDF formatu? Treba mi hitno.",obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ko radi u sektoru za pravosuđe? Hvala.",kontakt_i_nadleznosti,organizacija,Ko radi u sektoru za pravosuđe?,natural,synthetic_rule_based,train
"Dobar dan, Kako se prijavljuje pravosudni ispit?",ispiti,pravosudni_ispit,Kako se prijavljuje pravosudni ispit?,natural,synthetic_rule_based,train
Ne znam koji dokument da predam. Kako pronaći podatke o udruženju? Možete li me uputiti?,registri,registar_udruzenja,Kako pronaći podatke o udruženju?,medium,synthetic_rule_based,train
"Molim vas, Treba mi za fakultetski zadatak. Ima li registar notara? Ako može.",registri,registar_notara,Ima li registar notara?,natural,synthetic_rule_based,train
"Molim vas, Gdje mogu preuzeti obrazac za registraciju udruženja?",obrasci,obrazac_registracija,Gdje mogu preuzeti obrazac za registraciju udruženja?,medium,synthetic_rule_based,train
"Pozdrav, Koji sektor radi registraciju udruženja?",kontakt_i_nadleznosti,nadleznosti,Koji sektor radi registraciju udruženja?,natural,synthetic_rule_based,train
"Može pomoć, Gdje se plaća parking kazna? Hvala.",out_of_scope,nevezano,Gdje se plaća parking kazna?,natural,synthetic_rule_based,train
"Može pomoć, Na stranici ima puno linkova. Gdje mogu preuzeti obrazac za registraciju udruženja? Molim odgovor.",obrasci,obrazac_registracija,Gdje mogu preuzeti obrazac za registraciju udruženja?,medium,synthetic_rule_based,train
"Molim vas, Koji su uslovi za vozačku dozvolu?",out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,natural,synthetic_rule_based,train
"Pozdrav, Kome se obratiti za pravnu pomoć? Treba mi hitno.",pravna_pomoc,besplatna_pravna_pomoc,Kome se obratiti za pravnu pomoć?,medium,synthetic_rule_based,train
"Molim vas, Ne znam koji dokument da predam. Koji propis reguliše pristup informacijama?",zakoni_i_propisi,zakoni_zospi,Koji propis reguliše pristup informacijama?,easy,synthetic_rule_based,train
Gdje je prijavni obrazac za upis u registar? Ako može.,obrasci,obrazac_registracija,Gdje je prijavni obrazac za upis u registar?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ima li zahtjev za registraciju u Word ili PDF formatu? Treba mi hitno.",obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,medium,synthetic_rule_based,train
"Dobar dan, Treba mi za fakultetski zadatak. Treba mi broj telefona za informacije o ispitu. Ako može.",ispiti,kontakt_ispiti,Treba mi broj telefona za informacije o ispitu.,medium,synthetic_rule_based,train
Kako pronaći podatke o udruženju? Ako može.,registri,registar_udruzenja,Kako pronaći podatke o udruženju?,medium,synthetic_rule_based,train
Ne razumijem proceduru. Koji su uslovi za vozačku dozvolu? Hvala.,out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ne znam koji dokument da predam. Kako registrovati udruženje?",registracija,registracija_udruzenja,Kako registrovati udruženje?,natural,synthetic_rule_based,train
"Trebam informaciju, Gdje se vadi lična karta? Možete li me uputiti?",out_of_scope,nevezano,Gdje se vadi lična karta?,medium,synthetic_rule_based,train
"Pozdrav, Ko je nadležan za pravosudni ispit?",kontakt_i_nadleznosti,nadleznosti,Ko je nadležan za pravosudni ispit?,easy,synthetic_rule_based,train
"Pozdrav, Kako podnijeti zahtjev za brisanje fondacije?",registracija,brisanje_iz_registra,Kako podnijeti zahtjev za brisanje fondacije?,natural,synthetic_rule_based,train
"Može pomoć, Treba mi spisak notara u BiH. Ako može.",registri,registar_notara,Treba mi spisak notara u BiH.,natural,synthetic_rule_based,train
Ne razumijem proceduru. Kada je popravni ispit? Ako može.,ispiti,termini_ispita,Kada je popravni ispit?,natural,synthetic_rule_based,train
"Dobar dan, Treba mi obrazac za promjenu podataka udruženja. Hvala.",obrasci,obrazac_promjena,Treba mi obrazac za promjenu podataka udruženja.,medium,synthetic_rule_based,train
"Zanima me, Ne znam koji dokument da predam. Gdje su objavljeni ovlašteni sudski tumači?",registri,registar_tumaca,Gdje su objavljeni ovlašteni sudski tumači?,natural,synthetic_rule_based,train
"Pozdrav, Kako se radi preregistracija udruženja? Hvala.",registracija,promjena_podataka,Kako se radi preregistracija udruženja?,medium,synthetic_rule_based,train
Gdje se preuzima prijava za ispit? Nisam siguran gdje da tražim.,obrasci,obrazac_ispiti,Gdje se preuzima prijava za ispit?,medium,synthetic_rule_based,train
"Pozdrav, Treba mi pravni osnov za registraciju udruženja.",zakoni_i_propisi,zakoni_udruzenja,Treba mi pravni osnov za registraciju udruženja.,natural,synthetic_rule_based,train
"Molim vas, Gdje su objavljeni notari? Nisam siguran gdje da tražim.",registri,registar_notara,Gdje su objavljeni notari?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ima li raspored za polaganje ispita? Treba mi hitno.",ispiti,termini_ispita,Ima li raspored za polaganje ispita?,easy,synthetic_rule_based,train
"Može pomoć, Koji su uslovi za vozačku dozvolu?",out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,natural,synthetic_rule_based,train
"Može pomoć, Treba mi prijava za stručni upravni ispit. Hvala.",obrasci,obrazac_ispiti,Treba mi prijava za stručni upravni ispit.,medium,synthetic_rule_based,train
Ne znam koji dokument da predam. Kako se briše udruženje iz registra?,registracija,brisanje_iz_registra,Kako se briše udruženje iz registra?,easy,synthetic_rule_based,train
"Dobar dan, Ne znam koji dokument da predam. Šta mi treba za registraciju udruženja?",registracija,registracija_udruzenja,Šta mi treba za registraciju udruženja?,easy,synthetic_rule_based,train
Gdje mogu pronaći registar udruženja? Molim odgovor.,registri,registar_udruzenja,Gdje mogu pronaći registar udruženja?,easy,synthetic_rule_based,train
"Dobar dan, Ne razumijem proceduru. Kako dobiti uvjerenje o državljanstvu? Treba mi hitno.",out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,easy,synthetic_rule_based,train
"Dobar dan, Koji su uslovi za osnivanje fondacije? Ako može.",registracija,registracija_fondacije,Koji su uslovi za osnivanje fondacije?,natural,synthetic_rule_based,train
Na stranici ima puno linkova. Koja dokumentacija je potrebna za osnivanje udruženja? Ako može.,registracija,registracija_udruzenja,Koja dokumentacija je potrebna za osnivanje udruženja?,easy,synthetic_rule_based,train
"Trebam informaciju, Kako prijaviti promjenu podataka udruženja?",registracija,promjena_podataka,Kako prijaviti promjenu podataka udruženja?,medium,synthetic_rule_based,train
Šta je nadležnost Ministarstva pravde BiH? Hvala.,kontakt_i_nadleznosti,nadleznosti,Šta je nadležnost Ministarstva pravde BiH?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako registrovati fondaciju? Možete li me uputiti?",registracija,registracija_fondacije,Kako registrovati fondaciju?,medium,synthetic_rule_based,train
"Dobar dan, Kako naplatiti alimentaciju iz inostranstva? Treba mi hitno.",pravna_pomoc,alimentacija,Kako naplatiti alimentaciju iz inostranstva?,natural,synthetic_rule_based,train
"Trebam informaciju, Na stranici ima puno linkova. Šta treba predati za registraciju fondacije? Molim odgovor.",registracija,registracija_fondacije,Šta treba predati za registraciju fondacije?,natural,synthetic_rule_based,train
"Može pomoć, Na stranici ima puno linkova. Ko je nadležan za međunarodnu pravnu pomoć?",pravna_pomoc,medjunarodna_pravna_pomoc,Ko je nadležan za međunarodnu pravnu pomoć?,natural,synthetic_rule_based,train
"Molim vas, Treba mi za fakultetski zadatak. Ko može polagati pravosudni ispit? Hvala.",ispiti,pravosudni_ispit,Ko može polagati pravosudni ispit?,medium,synthetic_rule_based,train
Treba mi broj telefona za informacije o ispitu. Treba mi hitno.,ispiti,kontakt_ispiti,Treba mi broj telefona za informacije o ispitu.,easy,synthetic_rule_based,train
"Pozdrav, Koji zakon reguliše udruženja i fondacije?",zakoni_i_propisi,zakoni_udruzenja,Koji zakon reguliše udruženja i fondacije?,medium,synthetic_rule_based,train
Kada rade općinske službe? Možete li me uputiti?,out_of_scope,nevezano,Kada rade općinske službe?,easy,synthetic_rule_based,train
Kome se šalje prijava za ispit?,ispiti,kontakt_ispiti,Kome se šalje prijava za ispit?,medium,synthetic_rule_based,train
"Molim vas, Kako se prijaviti na biro za zaposljavanje?",out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Gdje mogu preuzeti obrazac za registraciju udruženja?",obrasci,obrazac_registracija,Gdje mogu preuzeti obrazac za registraciju udruženja?,medium,synthetic_rule_based,train
Kako se pokreće postupak za povrat djeteta? Molim odgovor.,pravna_pomoc,otmica_djece,Kako se pokreće postupak za povrat djeteta?,medium,synthetic_rule_based,train
"Pozdrav, Gdje je obrazac za prijavu pravosudnog ispita?",obrasci,obrazac_ispiti,Gdje je obrazac za prijavu pravosudnog ispita?,easy,synthetic_rule_based,train
Kako provjeriti notara?,registri,registar_notara,Kako provjeriti notara?,easy,synthetic_rule_based,train
"Trebam informaciju, Kako provjeriti da li je neko sudski tumač? Ako može.",registri,registar_tumaca,Kako provjeriti da li je neko sudski tumač?,easy,synthetic_rule_based,train
Pokušavam naći tačan obrazac. Kako registrovati udruženje? Ako može.,registracija,registracija_udruzenja,Kako registrovati udruženje?,easy,synthetic_rule_based,train
"Pozdrav, Gdje je prijavni obrazac za upis u registar?",obrasci,obrazac_registracija,Gdje je prijavni obrazac za upis u registar?,medium,synthetic_rule_based,train
"Dobar dan, Treba mi za fakultetski zadatak. Gdje se predaje zahtjev za građevinsku dozvolu?",out_of_scope,nevezano,Gdje se predaje zahtjev za građevinsku dozvolu?,easy,synthetic_rule_based,train
"Pozdrav, Kako da produžim pasoš? Molim odgovor.",out_of_scope,nevezano,Kako da produžim pasoš?,natural,synthetic_rule_based,train
Gdje je zakon o slobodi pristupa informacijama?,zakoni_i_propisi,zakoni_zospi,Gdje je zakon o slobodi pristupa informacijama?,medium,synthetic_rule_based,train
"Dobar dan, Radim ovo prvi put. Kako registrovati fondaciju? Molim odgovor.",registracija,registracija_fondacije,Kako registrovati fondaciju?,easy,synthetic_rule_based,train
Gdje mogu pronaći registar udruženja? Nisam siguran gdje da tražim.,registri,registar_udruzenja,Gdje mogu pronaći registar udruženja?,natural,synthetic_rule_based,train
"Dobar dan, Gdje je obrazac za pristup informacijama? Možete li me uputiti?",obrasci,obrazac_zospi,Gdje je obrazac za pristup informacijama?,medium,synthetic_rule_based,train
"Dobar dan, Kako otvoriti firmu u poreznoj upravi?",out_of_scope,nevezano,Kako otvoriti firmu u poreznoj upravi?,medium,synthetic_rule_based,train
"Molim vas, Radim ovo prvi put. Gdje se preuzima prijava za ispit? Možete li me uputiti?",obrasci,obrazac_ispiti,Gdje se preuzima prijava za ispit?,natural,synthetic_rule_based,train
"Može pomoć, Šta treba za promjenu osobe ovlaštene za zastupanje? Nisam siguran gdje da tražim.",registracija,promjena_podataka,Šta treba za promjenu osobe ovlaštene za zastupanje?,medium,synthetic_rule_based,train
"Pozdrav, Kako dobiti uvjerenje o državljanstvu? Nisam siguran gdje da tražim.",out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,medium,synthetic_rule_based,train
"Trebam informaciju, Koja je procedura za upis fondacije? Hvala.",registracija,registracija_fondacije,Koja je procedura za upis fondacije?,natural,synthetic_rule_based,train
